# EDISCSID                    RA        Dec         V1     R1     I1     V2     R2     I2     V3    R3    I3    OBJFLAG1?   OBJFLAG2?   CLASS_STAR1?   CLASS_STAR   wmin   Starflag  
  EDCSNJ1018552-1209185   10.315331   -12.155151   23.413   99.0     22.343   22.911   99.0     21.917   22.802   99.0     21.832   0       0       0.13    0.03    0.4    0         
  EDCSNJ1018552-1210397   10.315325   -12.177696   26.934   99.0     24.502   26.035   99.0     24.264   25.415   99.0     23.872   0       0       0.37    0.82    0.8    0         
  EDCSNJ1018551-1213585   10.315306   -12.232921   21.25    20.904   20.511   21.073   20.727   20.336   21.039   20.693   20.301   2       2       0.98    0.98    0.4    1         
  EDCSNJ1018551-1214107   10.315302   -12.236308   27.91    99.0     24.724   27.728   99.0     24.3     27.865   99.0     24.063   0       0       0.37    0.39    0.41   0         
  EDCSNJ1018552-1208583   10.315325   -12.149514   25.895   99.0     24.822   25.583   99.0     24.3     24.94    99.0     23.954   0       0       0.65    0.71    0.4    0         
  EDCSNJ1018551-1210061   10.315313   -12.168353   25.767   99.0     25.058   25.674   99.0     24.653   25.688   99.0     24.68    0       0       0.48    0.65    0.7    0         
  EDCSNJ1018551-1211182   10.315302   -12.188377   24.679   99.0     22.654   24.45    99.0     22.41    24.455   99.0     22.393   3       3       0.97    0.14    0.81   0         
  EDCSNJ1018551-1211030   10.315296   -12.184153   25.476   99.0     24.104   25.304   99.0     23.957   25.362   99.0     24.277   3       3       0.8     0.38    0.83   0         
  EDCSNJ1018551-1209244   10.315301   -12.156791   25.585   99.0     24.026   25.199   99.0     23.839   25.25    99.0     23.979   0       0       0.66    0.01    0.41   0         
  EDCSNJ1018551-1207575   10.3153     -12.132645   25.412   99.0     22.841   24.857   99.0     22.507   24.802   99.0     22.517   0       0       0.86    0.17    0.07   0         
  EDCSNJ1018550-1213556   10.315276   -12.232122   25.816   99.0     24.844   25.354   99.0     23.925   25.078   99.0     23.498   3       3       0.68    0.58    0.41   0         
  EDCSNJ1018551-1208549   10.315296   -12.148595   25.341   99.0     24.279   24.789   99.0     23.762   24.817   99.0     23.613   0       0       0.36    0.01    0.4    0         
  EDCSNJ1018551-1209034   10.315296   -12.150933   24.442   99.0     22.881   23.913   99.0     22.484   23.88    99.0     22.337   0       0       0.05    0.02    0.41   0         
  EDCSNJ1018550-1210143   10.31529    -12.170631   26.012   99.0     24.008   25.733   99.0     24.003   25.561   99.0     24.139   0       0       0.46    0.63    0.76   0         
  EDCSNJ1018550-1212064   10.315282   -12.201771   25.367   99.0     24.274   24.985   99.0     24.368   25.011   99.0     24.499   0       0       0.66    0.25    0.83   0         
  EDCSNJ1018550-1211030   10.315283   -12.184153   25.29    99.0     24.004   25.009   99.0     23.726   25.154   99.0     23.934   3       3       0.81    0.17    0.84   0         
  EDCSNJ1018550-1209455   10.31528    -12.162628   25.116   24.053   22.244   24.944   23.881   22.133   25.382   24.319   22.146   0       0       0.94    0.98    0.49   1         
  EDCSNJ1018549-1213238   10.315258   -12.223287   18.873   99.0     18.208   18.715   99.0     18.02    18.686   99.0     17.984   2       2       0.99    0.99    0.44   0         
  EDCSNJ1018549-1213155   10.315252   -12.220969   24.958   99.0     24.282   24.723   99.0     24.23    24.67    99.0     24.219   0       0       0.96    0.19    0.56   0         
  EDCSNJ1018550-1208572   10.315266   -12.149235   25.953   99.0     24.515   25.496   99.0     24.056   25.089   99.0     24.044   0       0       0.62    0.58    0.43   0         
  EDCSNJ1018549-1210510   10.315261   -12.180833   24.232   99.0     23.352   23.621   99.0     22.821   23.447   99.0     22.657   0       0       0.01    0.01    0.87   0         
  EDCSNJ1018549-1210326   10.315258   -12.175722   22.562   99.0     21.636   22.271   99.0     21.348   22.177   99.0     21.226   3       3       0.97    0.06    0.88   0         
  EDCSNJ1018549-1208162   10.315258   -12.137831   27.089   99.0     24.595   27.291   99.0     24.375   30.284   99.0     24.479   0       0       0.41    0.53    0.26   0         
  EDCSNJ1018548-1213360   10.31523    -12.226654   25.427   99.0     24.714   25.311   99.0     24.374   25.038   99.0     24.389   0       0       0.71    0.64    0.44   0         
  EDCSNJ1018548-1213545   10.315227   -12.231794   26.169   99.0     24.85    26.263   99.0     24.932   26.099   99.0     25.15    0       0       0.58    0.58    0.43   0         
  EDCSNJ1018548-1211201   10.315233   -12.18892    23.418   99.0     21.76    22.701   99.0     21.11    22.563   99.0     20.967   2       2       0.03    0.03    0.9    0         
  EDCSNJ1018548-1211147   10.315233   -12.187421   26.782   99.0     25.271   27.237   99.0     24.868   27.789   99.0     24.361   0       0       0.48    0.56    0.91   0         
  EDCSNJ1018548-1212577   10.315219   -12.216021   25.948   99.0     24.911   25.833   99.0     25.185   25.875   99.0     26.746   0       0       0.51    0.5     0.77   0         
  EDCSNJ1018548-1209406   10.31523    -12.161282   26.988   99.0     24.848   26.55    99.0     24.38    25.839   99.0     24.091   0       0       0.39    0.0     0.48   0         
  EDCSNJ1018548-1210101   10.315225   -12.169463   24.809   99.0     24.199   24.328   99.0     23.693   24.138   99.0     23.543   0       0       0.07    0.02    0.8    0         
  EDCSNJ1018548-1208486   10.315222   -12.146824   25.314   99.0     23.726   25.032   99.0     23.57    25.332   99.0     23.787   0       0       0.32    0.01    0.46   0         
  EDCSNJ1018548-1211320   10.315215   -12.192214   25.666   99.0     24.068   25.418   99.0     23.896   25.232   99.0     24.016   0       0       0.66    0.26    0.96   0         
  EDCSNJ1018548-1211022   10.315214   -12.183931   25.593   99.0     24.262   24.979   99.0     23.671   24.919   99.0     23.465   0       0       0.69    0.0     0.97   0         
  EDCSNJ1018548-1210359   10.315215   -12.176645   22.966   99.0     21.219   22.435   99.0     20.741   22.335   99.0     20.635   3       3       0.03    0.03    0.96   0         
  EDCSNJ1018547-1210271   10.315205   -12.174184   25.671   99.0     24.813   25.396   99.0     24.529   25.4     99.0     24.556   0       0       0.56    0.72    0.97   0         
  EDCSNJ1018547-1213109   10.31519    -12.219691   25.587   99.0     23.991   25.223   99.0     23.662   25.108   99.0     23.659   1       1       0.69    0.01    0.65   0         
  EDCSNJ1018547-1213482   10.315186   -12.23006    25.941   99.0     24.947   25.965   99.0     25.142   26.453   99.0     99.0     0       0       0.53    0.68    0.5    0         
  EDCSNJ1018547-1210582   10.3152     -12.182843   25.576   99.0     24.401   25.351   99.0     23.977   25.134   99.0     23.893   0       0       0.75    0.18    0.96   0         
  EDCSNJ1018547-1207461   10.315203   -12.129459   25.431   99.0     24.835   25.184   99.0     24.974   25.084   99.0     99.0     3       3       0.7     0.35    0.0    0         
  EDCSNJ1018547-1211563   10.315186   -12.198978   25.831   99.0     24.858   25.496   99.0     24.692   24.962   99.0     24.542   0       0       0.6     0.68    0.99   0         
  EDCSNJ1018546-1214129   10.315168   -12.236906   25.242   99.0     24.689   24.875   99.0     24.629   24.688   99.0     24.334   0       0       0.8     0.02    0.5    0         
  EDCSNJ1018547-1209581   10.315189   -12.166135   25.627   99.0     24.989   25.171   99.0     24.368   25.241   99.0     24.04    0       0       0.54    0.68    0.71   0         
  EDCSNJ1018546-1212347   10.315176   -12.209636   22.655   99.0     20.643   22.003   99.0     20.067   21.688   99.0     19.829   0       0       0.03    0.03    0.99   0         
  EDCSNJ1018547-1208077   10.315189   -12.135478   25.416   99.0     24.755   25.02    99.0     24.335   24.925   99.0     24.686   0       0       0.7     0.4     0.18   0         
  EDCSNJ1018547-1207555   10.315188   -12.13208    25.202   99.0     24.464   25.037   99.0     24.041   25.003   99.0     23.922   0       0       0.89    0.76    0.07   0         
  EDCSNJ1018547-1207452   10.315181   -12.129221   24.907   99.0     24.36    24.665   99.0     24.242   24.493   99.0     24.125   2       2       0.95    0.41    0.0    0         
  EDCSNJ1018546-1209398   10.315171   -12.161054   25.521   99.0     24.779   25.259   99.0     24.311   25.044   99.0     24.203   0       0       0.58    0.23    0.5    0         
  EDCSNJ1018545-1214072   10.315141   -12.235345   26.294   99.0     24.868   26.012   99.0     24.461   25.603   99.0     24.39    0       0       0.44    0.69    0.49   0         
  EDCSNJ1018546-1209075   10.315162   -12.152091   24.22    99.0     23.405   23.997   99.0     23.229   24.035   99.0     23.25    0       0       0.97    0.17    0.5    0         
  EDCSNJ1018546-1208561   10.315154   -12.148915   25.388   99.0     24.46    25.181   99.0     24.19    25.334   99.0     24.273   0       0       0.87    0.48    0.5    0         
  EDCSNJ1018545-1213091   10.315138   -12.219202   22.962   99.0     21.476   22.397   99.0     20.952   22.275   99.0     20.837   0       0       0.03    0.03    0.66   0         
  EDCSNJ1018545-1209541   10.315144   -12.165024   25.716   99.0     24.659   25.442   99.0     24.38    25.714   99.0     24.388   0       0       0.48    0.75    0.67   0         
  EDCSNJ1018545-1211091   10.315139   -12.185852   26.165   99.0     24.926   26.214   99.0     25.271   26.96    99.0     25.721   0       0       0.48    0.56    0.99   0         
  EDCSNJ1018545-1209363   10.315141   -12.160081   24.884   99.0     24.058   24.39    99.0     23.764   24.27    99.0     23.968   0       0       0.74    0.36    0.5    0         
  EDCSNJ1018545-1208349   10.315141   -12.143032   25.017   99.0     24.109   24.693   99.0     23.709   24.667   99.0     23.599   0       0       0.83    0.03    0.49   0         
  EDCSNJ1018545-1210388   10.31513    -12.177434   22.279   21.528   20.422   22.12    21.369   20.256   22.091   21.34    20.207   0       0       0.98    0.98    0.99   1         
  EDCSNJ1018545-1210159   10.315127   -12.171097   25.397   99.0     24.469   25.184   99.0     24.497   24.977   99.0     24.439   0       0       0.81    0.12    0.94   0         
  EDCSNJ1018544-1213510   10.315105   -12.230823   24.698   99.0     23.462   24.531   99.0     23.178   24.583   99.0     23.109   0       0       0.33    0.02    0.49   0         
  EDCSNJ1018544-1208188   10.315113   -12.138546   24.783   99.0     22.767   24.38    99.0     22.356   24.236   99.0     22.215   0       0       0.03    0.02    0.33   0         
  EDCSNJ1018543-1213212   10.315086   -12.222553   25.669   99.0     25.255   25.388   99.0     25.797   25.706   99.0     25.063   0       0       0.55    0.49    0.53   0         
  EDCSNJ1018544-1210185   10.315099   -12.171792   25.068   99.0     24.038   24.816   99.0     23.929   24.61    99.0     23.769   0       0       0.9     0.8     0.95   0         
  EDCSNJ1018544-1210120   10.315098   -12.170011   23.947   99.0     22.302   23.719   99.0     22.052   23.747   99.0     22.033   0       0       0.98    0.06    0.85   0         
  EDCSNJ1018543-1212024   10.31509    -12.200653   24.488   99.0     23.378   24.341   99.0     23.183   24.41    99.0     23.251   0       0       0.98    0.9     0.99   0         
  EDCSNJ1018544-1207574   10.315101   -12.132599   26.452   99.0     25.67    25.734   99.0     25.203   25.145   99.0     24.395   0       0       0.41    0.53    0.09   0         
  EDCSNJ1018543-1213588   10.315073   -12.232997   24.621   99.0     23.154   24.126   99.0     22.691   24.115   99.0     22.613   0       0       0.01    0.01    0.5    0         
  EDCSNJ1018543-1209069   10.315093   -12.151919   26.467   99.0     25.047   26.753   99.0     24.942   25.917   99.0     24.663   0       0       0.44    0.49    0.48   0         
  EDCSNJ1018543-1209181   10.315092   -12.155019   25.63    99.0     24.928   25.539   99.0     25.376   26.012   99.0     24.958   0       0       0.56    0.62    0.5    0         
  EDCSNJ1018543-1211419   10.315084   -12.19498    24.228   99.0     23.241   23.594   99.0     22.61    23.483   99.0     22.604   3       3       0.01    0.0     0.99   0         
  EDCSNJ1018543-1207497   10.315089   -12.130479   24.424   99.0     23.667   24.102   99.0     23.361   24.014   99.0     23.374   0       0       0.81    0.18    0.0    0         
  EDCSNJ1018543-1208133   10.315082   -12.137029   25.761   99.0     24.892   25.536   99.0     24.817   25.189   99.0     25.422   0       0       0.56    0.59    0.25   0         
  EDCSNJ1018543-1208589   10.31508    -12.149695   24.489   99.0     23.032   24.339   99.0     22.782   24.353   99.0     22.691   0       0       0.95    0.06    0.49   0         
  EDCSNJ1018542-1212593   10.315064   -12.216474   25.622   99.0     24.796   25.676   99.0     24.461   26.042   99.0     25.015   0       0       0.6     0.59    0.8    0         
  EDCSNJ1018542-1211406   10.315068   -12.194611   24.36    99.0     23.639   24.103   99.0     23.402   23.936   99.0     23.122   3       3       0.54    0.11    0.99   0         
  EDCSNJ1018543-1208226   10.31507    -12.139601   25.082   99.0     23.905   24.626   99.0     23.528   24.39    99.0     23.291   3       3       0.44    0.01    0.35   0         
  EDCSNJ1018542-1213245   10.31505    -12.223484   27.7     99.0     25.326   27.503   99.0     25.275   26.404   99.0     25.549   0       0       0.37    0.45    0.49   0         
  EDCSNJ1018542-1208494   10.315067   -12.147049   26.073   99.0     23.852   25.674   99.0     23.208   25.509   99.0     23.013   3       3       0.36    0.01    0.49   0         
  EDCSNJ1018542-1211199   10.31506    -12.188874   25.659   99.0     24.856   25.487   99.0     24.444   25.261   99.0     24.207   0       0       0.52    0.61    0.99   0         
  EDCSNJ1018542-1210050   10.315057   -12.168054   25.529   99.0     24.781   25.243   99.0     25.179   25.17    99.0     25.576   0       0       0.55    0.63    0.81   0         
  EDCSNJ1018541-1214023   10.315037   -12.233966   25.238   99.0     22.007   24.867   99.0     21.764   24.658   99.0     21.645   3       3       0.83    0.91    0.5    0         
  EDCSNJ1018542-1211363   10.315042   -12.193407   26.896   99.0     24.292   26.383   99.0     23.719   26.255   99.0     23.446   0       0       0.39    0.02    0.99   0         
  EDCSNJ1018542-1208129   10.315049   -12.136924   25.397   99.0     24.494   24.884   99.0     24.53    24.549   99.0     24.372   0       0       0.22    0.09    0.24   0         
